Class,gene_18517,gene_18518,gene_18519,gene_18520,gene_18521,gene_18522,gene_18523,gene_18524,gene_18525,gene_18526,gene_18527,gene_18528,gene_18529,gene_13429,gene_18897,gene_3434,gene_3435,gene_3436,gene_3437,gene_3438,gene_3439,gene_3440,gene_3441,gene_3442,gene_3443,gene_6876,gene_7929,gene_11348,gene_14317,gene_14318,gene_15430,gene_15431,gene_15432,gene_5297,gene_5298,gene_5299,gene_5300,gene_5301,gene_5302,gene_5303,gene_14983,gene_14984,gene_14985,gene_14986,gene_19238,gene_11355,gene_11806,gene_14828,gene_4442,gene_10558,gene_10559,gene_10560,gene_10561,gene_10562,gene_10563,gene_10564,gene_1136,gene_1137,gene_978,gene_979,gene_5235,gene_5236,gene_5237,gene_19874,gene_2858,gene_2859,gene_2860,gene_2861,gene_2862,gene_2863,gene_2864,gene_2865,gene_2866,gene_2867,gene_2868,gene_2869,gene_2870,gene_2871,gene_2872,gene_2873,gene_2874,gene_2875,gene_2876,gene_2877,gene_2878,gene_2879,gene_2880,gene_2881,gene_2882,gene_2883,gene_2884,gene_5020,gene_17769,gene_8971,gene_7752,gene_5047,gene_6535,gene_13574,gene_6552,gene_7432,gene_14752,gene_4316
COAD,0,9.587541266,10.30292446,10.15789005,9.691261959,8.009447953,7.555217975,8.821962078,9.431100573,8.405026554,0,0,11.26986304,7.181987064,5.095050945,0,9.332378994,2.29207495,6.382067158,3.225259503,0,13.01792713,0,0,14.01415127,3.225259503,6.083534641,1.690282989,7.892615671,10.34552722,1.690282989,5.21690103,1.41705586,12.18929024,1.919912089,10.48489337,9.369283256,10.97051577,4.052259373,8.100057805,1.079702372,0,4.672363107,1.690282989,1.41705586,9.104742885,0,1.919912089,2.29207495,10.29424165,12.07385035,11.9316055,8.467634078,8.998813233,8.148990014,10.15647499,0,8.148990014,10.72497421,10.48096182,11.59083029,8.496833809,10.78219558,4.540504699,1.690282989,2.117960953,6.629291042,8.312043407,2.29207495,0.638583615,1.690282989,8.405026554,1.079702372,0.638583615,1.690282989,4.276064835,3.225259503,5.691204719,6.621155166,3.665927088,9.250341059,3.462353394,0,0,0,6.833256969,0,0.638583615,1.079702372,0,10.30483043,8.049412953,9.186978359,8.440142448,10.66439395,2.29207495,14.14237834,13.4807902,1.41705586,2.117960953,0,1.919912089
LUAD,0,10.20631844,10.53350495,11.37622309,9.079324772,9.18739909,11.39271454,10.56548294,9.050689423,7.157245867,0,0,10.24894748,8.213745815,5.081573978,3.695915888,11.2951318,0.528971317,5.957106686,6.666003809,0.915253179,3.42553987,0,1.68468411,13.24172252,5.839276866,7.957688289,14.0263073,7.116375154,9.63996107,5.398935184,8.309508186,2.756639046,12.82202105,3.165574333,10.23522444,9.031279393,11.42653733,6.485222324,7.820255564,6.499418595,0,6.211099828,3.235083677,0.528971317,16.41972487,0,2.756639046,5.039638512,10.54980392,11.47673102,10.42706137,9.443793109,7.310021951,5.221908007,10.13706799,1.870897309,5.368321366,11.09495518,10.34444017,12.80497799,8.81422355,9.924689305,7.030998118,2.317998618,0.528971317,6.389379235,7.24410691,3.695915888,4.156364254,2.317998618,7.462731286,4.35679175,0.528971317,6.286712996,8.099568735,1.68468411,5.058939855,8.648950718,4.04463892,7.926509492,4.417859264,0,0,0.528971317,3.301397421,0,0.915253179,0,0,10.93345461,8.38025325,6.374053543,9.710301919,9.921397649,7.016273444,13.70471421,12.69392249,1.219586745,4.664568171,0,0
PRAD,1.059216817,9.266964525,9.741711347,11.94939997,9.034776958,7.213357003,11.0640893,11.25372932,9.968551603,9.499682479,1.059216817,0,10.81478272,8.022567557,12.52900588,5.895474707,9.160327782,1.059216817,6.815511387,5.934346652,0,3.691779804,1.392757034,2.555153541,12.49901869,3.629974369,8.424132689,0,7.926218891,10.68592263,9.82681857,6.541110558,5.112654266,12.56113994,7.295282215,10.46589286,9.840526177,10.76981305,8.126941891,9.051081119,6.212545994,3.273620321,6.630623886,4.81228771,1.392757034,1.66343571,0,6.815511387,4.153756705,11.00505606,11.59891321,10.42553064,10.02141032,8.42867841,6.582488262,9.768850921,6.136794298,10.5517371,11.35271108,10.47361444,13.55926953,8.589535052,10.57958936,6.243832807,3.10212059,1.66343571,8.219028117,8.697054433,7.942203647,0,5.112654266,9.531722598,0.624709202,7.524878598,5.934346652,8.280664072,4.53720908,4.358185244,7.696758929,7.265108667,7.623325516,4.503138804,6.729715901,0,0,10.22521949,0,4.57049329,0,0,10.24918458,8.811104916,13.20450543,9.517925232,10.36516322,9.269500749,14.76926449,12.60609749,4.468244433,2.7993153,0,3.751045892
BRCA,3.62897185,10.35655101,11.26481789,11.77457706,8.090557072,7.060123063,12.07979809,10.99190444,9.531697259,9.497392815,1.740366343,0,10.36095679,9.680828916,7.897754718,0,10.8082,4.373877855,8.572188609,1.002450499,0,1.588228909,1.002450499,1.878019023,11.97090038,14.34878347,9.163058389,4.794779744,8.219183044,11.03738222,3.506944627,3.506944627,3.119787759,12.76108577,4.174534255,12.24348046,11.22867441,11.05631256,8.215940634,9.340261825,4.034330182,3.463870905,5.705225957,8.771948286,5.019679678,4.589637665,0,3.326321618,5.50727137,9.763612414,9.58481597,9.037373985,10.14058696,7.716812604,6.277834149,8.664269492,2.811532683,6.523151043,11.92894764,10.74183772,13.66962697,10.65562911,11.50638197,7.019790857,4.277642624,3.004267666,7.161686175,9.810079942,1.588228909,5.134023747,3.373634292,6.019753057,4.277642624,0,3.004267666,7.561998138,4.548991401,6.113331695,7.317729158,5.442170535,9.565842757,6.078054714,6.284040264,0,0,11.29278175,0,0,0,0,11.35489399,7.236865681,12.83334474,11.03990605,9.818654071,10.01516413,11.806316,11.8798589,3.589439923,4.063477056,0,0
BRCA,1.890485605,10.78470845,10.24930311,10.89719504,8.530140989,7.214931043,11.97036837,10.27421506,9.609612774,9.264841339,2.462732922,0.799170217,10.10127975,9.657154071,7.1027526,0.927896454,12.45916519,1.488052203,7.081893486,1.488052203,0,1.890485605,0,0,13.62308129,13.42866114,10.92021885,2.779553903,8.821021352,11.49527044,6.723736021,2.871390271,3.389084915,13.40202609,4.715388229,10.78175312,10.02896966,11.28594544,9.030976055,8.911679599,4.664949252,7.883303115,6.438627201,10.85000708,2.339536494,7.399769244,0,4.715388229,3.769285118,9.891883929,10.02959092,9.867607711,10.76276405,7.950643375,7.320529807,8.964762495,3.618426617,7.607648411,12.35066851,10.68422263,13.39381945,10.13526038,11.42692514,9.461420101,4.612688656,2.957728912,7.691924935,7.214931043,1.890485605,4.530563962,6.601683147,11.94152818,5.425173933,0.537345771,6.654338151,6.754219433,2.779553903,4.030600931,7.179441382,3.564414754,9.678762092,4.811255227,5.773479478,0.537345771,0,11.62934296,0,5.962821989,0,0.537345771,10.71863562,6.679958573,12.00213991,11.67425849,10.60534987,8.280854268,13.86034986,13.48703608,6.847621156,0.927896454,0,3.564414754
BRCA,4.00096448,10.68076388,10.86896913,12.05170516,8.360776868,8.042688108,10.50776491,10.75931399,9.28692734,7.818920844,4.343372288,0,9.183424482,9.196666054,6.469032867,0,11.70308166,2.748117693,8.701469352,4.577338185,0,0,1.051163253,1.808096689,14.22554638,11.84663434,10.34485068,7.279805558,8.298273399,11.11964798,8.285106251,3.96839493,3.259664184,13.6662573,4.681477377,11.19789856,10.07584011,11.63337672,8.111417399,8.736946433,4.417629766,5.513326507,6.200688743,4.815693258,2.585827858,8.601473678,0,7.515037466,5.85365389,10.30209053,10.55958741,10.90168149,9.68101171,8.201751467,8.75972843,8.979942443,6.733801724,8.629083357,11.85653836,11.05156243,13.15786953,9.78869876,12.56160299,8.26848118,4.833886901,2.961734443,7.945631111,9.416318309,3.866027656,1.948301812,4.833886901,9.456504324,5.035993333,1.652784755,6.8941023,6.998601712,4.238014872,4.740533652,5.914758241,3.866027656,9.263628362,7.13691936,1.652784755,0.440845918,0,9.043861207,0.440845918,0,0,0,11.02458564,7.418873008,9.03011809,10.74075052,10.46425984,7.053980168,14.06511316,12.68746973,3.506462307,2.193456366,0,0.440845918
COAD,1.709599436,8.503603156,9.465925503,11.31038557,9.765219785,8.587747518,8.031615748,8.140103768,10.09192458,8.008904773,0.932287992,0,11.12451554,7.365814996,6.450140647,0,5.222286792,0.932287992,6.370581053,0,0,12.21477445,0,0.932287992,13.46407345,4.294209017,5.015029167,0,7.897911994,10.28703127,0,1.897162963,2.787369774,12.45296447,4.359500086,10.42161254,9.32389468,11.06306471,4.865730797,8.528653359,0,0,5.992548657,0.540126488,2.346871814,13.86216271,0,1.709599436,3.729182941,9.719027674,11.71804048,9.709966052,8.418080291,7.262931084,8.57577747,9.88091659,0,4.391066545,10.71573896,10.23089708,11.42633815,8.468888733,9.878831076,0.540126488,0,0,4.45220664,7.930506724,0,1.240253262,0,5.82929906,4.79669119,0,0,2.787369774,0.932287992,1.493903472,8.815674688,6.072607483,8.956849475,2.211977822,0,0,0,4.359500086,0,0,0,0,11.42132851,7.844755972,9.88091659,8.938271087,10.16051435,3.124377768,12.38256459,13.53847996,0.932287992,0,0,0
BRCA,3.275930792,9.480497392,9.659671294,11.4679621,9.066864162,8.184389405,11.33966075,9.690329788,8.740489128,8.91937286,4.111582237,0,10.5842109,8.523530593,8.710403525,0,11.68996741,3.917918619,7.899568402,0,0,0,1.06060083,6.161393938,11.72278192,13.54118133,9.727758823,5.949616637,8.23205631,10.99441708,5.437803663,4.572968469,4.282306353,12.70084932,6.746930778,10.59336311,9.921116433,11.1179677,8.356755664,8.375743225,6.204512457,2.089938756,6.79002913,5.844496131,3.10440376,8.342345843,0,4.572968469,5.999436337,9.726059744,10.6471076,9.433698098,9.280919207,7.430895746,6.384032533,9.735131191,4.505605156,7.797648558,10.7305975,10.43717987,12.54444771,9.124129068,12.04795547,8.903104569,4.869387795,1.665210831,8.262982746,9.783923137,3.810371122,2.90971551,4.43494842,7.80467314,4.111582237,0,3.42921423,8.337514867,3.694155878,6.246381483,7.162260398,5.363651195,11.03155648,7.106515831,3.42921423,0,0,10.74618678,0,6.204512457,0,0,10.41670254,8.184389405,10.23106514,10.48058827,10.1284455,8.173582203,13.63441403,13.5044466,2.68457191,3.694155878,0,2.90971551
PRAD,2.7715687,10.77961267,10.09500135,11.26789273,8.725966049,8.288566202,12.39201146,10.30169052,8.986538929,8.523232608,0.353323291,0,10.56934298,9.312313477,7.569863201,6.420409976,9.92748169,0.873891924,7.062499523,1.806489045,0,3.563682873,1.916667717,4.886906144,13.39161952,8.559770934,10.24771394,6.396842785,8.554454552,11.00422749,6.13152981,8.865563168,6.700023496,13.75012075,6.884170519,10.6557722,9.804364996,11.62191908,9.841062659,8.302584093,7.371428178,6.387309114,8.490209091,6.303609076,2.28856528,4.229818612,0,6.692301649,5.016264529,10.64742245,10.63351295,9.591464376,10.55104491,8.526495327,8.773406287,9.808835501,4.518925344,10.60910485,12.16887892,11.50527069,13.51765709,9.788605783,12.02699366,8.227086417,2.649247554,7.14403617,9.665319927,12.22147535,0,1.077379741,5.346570465,11.13959612,2.368265483,0,9.057393408,8.507917502,5.040796014,5.028582412,6.579593512,7.442205377,8.325233487,6.479938669,2.649247554,0,0,8.86984982,0,0,0,0,9.570026444,10.60448837,12.1228474,11.86199412,11.64423034,10.39831616,15.96860605,13.40067934,5.740288079,5.212608246,0,4.553440378
BRCA,3.162838419,11.04528187,8.987053633,12.5567144,8.283491232,8.065173758,11.34861198,10.71319747,9.546778731,8.686342943,0.688851744,0.428464026,10.46284987,9.830881182,7.365325099,0.688851744,10.82230792,2.559736524,8.970428052,0.385154897,0,2.021479727,0,0.688851744,13.97705627,15.50947503,10.21761849,6.452814497,8.328131851,11.37078547,5.560886112,3.006818629,4.384726775,13.30449393,5.769496713,11.29603289,9.462935732,11.74296621,8.739986453,8.78170723,5.152901342,6.048268887,5.642690021,10.16283188,3.54965685,5.677609718,0,6.467854944,5.140439206,10.02385136,10.36046305,9.515755022,9.774030929,8.707617966,6.610215776,9.841987267,4.466875052,10.03063955,12.49319998,10.84768379,13.17639602,10.29344866,13.04904872,8.116978088,4.05362401,0.385154897,9.078081407,8.682050029,2.224040274,5.615934143,4.341829233,8.289152048,2.950822979,0,6.021335362,9.342303614,3.511455388,6.041582498,6.320979211,6.287461213,10.05616351,5.769496713,2.401630467,0,0,8.843556799,0,6.034864976,0,0,10.60086069,8.038556899,12.91657368,11.5771786,10.74826834,7.632035504,13.39726016,12.79027111,1.503857533,4.156226706,0,0.385154897
COAD,2.10353121,9.117562589,10.06326024,11.3165757,9.206528458,9.058879262,9.583945869,10.48445034,8.614717205,7.744174553,0.556895319,0,11.5593006,7.880201852,5.706566468,0,10.11135741,0,6.986183363,0.556895319,2.253596025,12.97325071,0,0,13.4821525,5.683873272,5.748506853,6.722206425,7.888834556,10.39340118,3.564987801,3.675499813,1.27100727,12.58738843,3.171286904,10.49296475,9.485933936,11.4388802,2.832707767,8.001852898,0,0.556895319,6.722206425,0,2.10353121,9.491610623,0,1.746484762,1.9360254,10.98810238,11.34950793,10.57500972,9.452373044,8.45733573,7.414397725,9.390936326,0,4.645321224,10.78601636,10.24672872,12.75101467,7.956062462,9.841193209,5.735811879,3.564987801,0,7.017999829,6.263879487,3.093796775,0,0.957691771,7.744174553,0,0,3.171286904,3.727735342,0.556895319,5.273776954,6.656360504,2.628073654,8.435907739,2.253596025,0,0,0,0,0,0,0,0.556895319,11.28342409,5.125911418,9.94481746,9.387896697,9.829289862,3.873960806,13.85544278,13.68401438,0.957691771,3.381518726,0,0
LUAD,1.132313613,9.633583784,10.59591946,10.4529516,9.631417182,7.266805277,9.516363877,10.5200686,9.040848606,7.690919884,0,0,8.177329834,7.935335982,7.071655424,0,6.937709257,2.670001843,3.397337501,5.514207493,0,12.28253247,1.479282307,0.674460652,13.86182358,3.99103652,7.466227404,5.128215027,7.1523964,10.01142296,2.528146199,1.132313613,1.132313613,12.7101693,8.583665747,10.58756189,9.452749853,11.99213111,3.935921713,9.374587432,2.528146199,5.551356051,4.734958853,1.479282307,4.702297379,16.14486135,0,5.622898148,1.479282307,10.18096585,11.38007139,11.49446561,10.04681025,6.677028956,8.321386983,9.900640426,7.829684685,3.818932344,11.40279891,9.546574254,13.09902886,9.294689666,10.88677875,4.972596165,3.224117471,0,4.410422519,8.588141191,0.674460652,6.702020268,2.799170217,6.065427983,1.479282307,3.224117471,4.858662383,6.951681037,4.410422519,3.129035677,7.715680629,8.956817538,9.506938281,4.283706981,2.528146199,0,0,2.917699073,0,0,0,0,11.71281929,3.397337501,6.043694461,9.683587687,9.998040324,8.835949331,11.32850664,13.22785808,0,5.290804049,0,2.194150106
LUAD,2.174054811,8.780277286,9.883628452,9.076246422,9.2672338,10.61568481,9.217022247,8.798886486,9.571936523,8.046932995,0,1.753262219,8.737872629,8.440690636,6.447296514,0.525166845,11.27879789,0,7.764745557,5.610667585,0.525166845,2.923453474,0,1.212444829,11.66718252,6.797220545,8.05410502,2.026375154,8.794614061,11.45927279,10.05479422,3.732811872,1.212444829,11.9186024,3.779700973,10.70111582,10.06842898,9.973955608,6.703086853,7.244259168,2.308011315,6.241239571,7.309612772,0,0.525166845,6.39969577,0,4.749931088,4.248193249,10.36514134,10.75306629,9.31476449,9.851074377,6.948495725,5.557851176,8.907094963,0,5.793102546,10.21207075,9.473784883,13.13149528,8.117066428,9.880942602,5.226739712,3.414189667,6.392173146,5.648036828,3.353506793,2.648304368,2.648304368,4.032876656,5.308943288,5.243558651,0,7.108545365,3.081475982,3.472422784,6.880232469,7.248430471,3.290158961,8.674167546,3.004627229,0,0.525166845,0,3.414189667,0,0.525166845,0,0,11.45634415,5.924071374,6.621791086,8.849204908,7.963104155,8.056485987,13.3825835,12.24235539,0.525166845,3.081475982,0,0
PRAD,1.747645193,10.2136389,9.359439908,12.508852,8.342763618,8.607677998,11.7284265,10.16557283,9.306020664,9.554155211,0,0,10.71627074,8.647458426,7.348613088,5.149251235,8.560023243,0.668573016,5.667205234,2.587629021,0.372729271,1.469156632,1.123732404,2.722597173,13.54347897,5.470240747,7.546886745,3.163289397,8.430427461,10.67081556,4.78288554,10.06037169,4.636694216,13.40758644,5.756441569,10.56109697,10.09461876,10.9314393,9.502909356,8.540740255,6.610048896,4.813452861,7.535469797,5.450924193,2.515081633,4.354360473,0,7.166594948,4.374997714,11.01334361,11.80351363,10.40895594,10.39922451,8.764533264,7.777570947,9.808167819,2.846011836,11.86796208,12.08033455,10.94875414,13.43825906,9.031574397,10.60871685,5.286330424,2.084880654,3.383026844,8.491961294,9.398399541,1.747645193,0,8.113236874,9.94215672,0.372729271,0.372729271,10.01671081,8.183670115,2.959714523,2.656679413,5.149251235,6.868439843,8.064823586,5.772091512,3.773468928,0,0,10.76351117,0,0,0,0,9.978438766,8.675812403,12.70763522,10.57454623,11.13613882,10.93557024,14.45103076,13.99820256,4.474001157,4.943527555,0,3.709897146
KIRC,2.275364696,10.33785601,10.07162325,11.56267173,9.199316534,7.912068982,10.77948956,11.36697784,7.89147387,7.148171487,0,0,10.11391143,9.45493875,9.01537881,0,8.666980221,2.509645176,10.99152185,0,10.84790298,0.890329949,0,0.890329949,11.57543998,6.866215635,10.86418614,3.596565479,8.219434765,11.15598192,8.528770551,4.733799013,4.535667301,12.71538076,6.041639441,10.84890457,8.797256218,11.6877737,10.24044552,9.451425439,0.890329949,3.435161843,7.182493675,1.189286907,4.209367581,2.397255346,0,3.377082092,13.19248085,10.4698758,10.16628864,9.934249628,9.494743604,8.522087145,6.114544019,9.848687094,0.890329949,8.064753541,11.08462239,10.69695014,12.34934758,9.80254706,11.90194541,5.044839974,4.686758228,0.890329949,9.018789935,7.021202088,6.321181307,6.71616783,1.436801474,9.837962158,2.142217362,0.512783121,6.834192913,4.45374144,5.152633684,7.507517172,7.331373809,7.38024459,8.010869333,4.887320549,0,0.890329949,0,1.436801474,0.890329949,0,0,0.512783121,9.733340781,10.29782191,6.242042238,11.90499958,10.77879173,8.620802652,14.10701269,12.95979551,1.832201406,0.890329949,0,0.512783121
BRCA,5.503584076,9.928750787,10.50962657,12.14505646,9.128643968,8.05241046,10.9559695,9.097031327,9.237862432,9.495103511,6.177993512,2.810916041,11.24372144,7.625957184,7.85347799,2.367203301,10.40618374,3.420266797,8.072984702,2.710591563,0,0.42932137,0,0,9.651267003,14.67042943,8.69529094,8.913215552,7.952997445,10.74343755,6.150098607,4.223237181,3.22015967,12.27181024,4.351253756,11.05236427,9.651267003,10.77289187,8.161227639,9.172635022,2.266876472,1.9157121,6.092638761,8.033450534,3.859790691,12.49871959,0,4.168674124,5.084442752,9.213490669,10.77688535,9.791600841,10.69207493,7.338353098,7.735603408,9.672257371,2.923301335,7.225930411,10.51407293,10.67045266,12.80792641,9.919486085,12.37511276,7.799844988,6.901397912,4.809229208,8.046752964,10.65068379,4.223237181,7.61579146,3.372784981,7.045169906,7.94083625,0,2.923301335,8.307296454,8.065540001,6.645779462,7.258952271,5.142225532,11.79770205,6.258581108,5.801313888,0,0,10.95244278,0,0.42932137,0,0,10.72996056,7.542583084,10.3192205,10.24287637,9.964726401,7.070915215,12.12437337,12.54346688,1.254896336,3.108624815,0,0.759752394
KIRC,3.563817079,10.16496976,9.055005802,11.75776085,9.335426087,10.43503471,10.67205401,11.49055509,7.566381367,8.436761505,0,0,9.836675282,8.146512672,9.317159328,0,9.761446517,3.768681903,10.82085706,3.188891446,13.49385545,3.388506427,0,1.234623941,9.749400182,7.344118335,9.106675473,1.487589248,8.121025765,11.27692697,7.800395192,3.324983371,5.23019917,12.30056706,5.853836004,10.46619885,8.811708634,11.50741806,9.118432407,9.514252476,0.927593096,4.18112641,5.748836886,2.46220941,5.876165746,4.18112641,0,8.187267934,13.24707303,10.39638001,11.04313668,9.524008809,9.259950357,7.817802304,6.950561729,9.998731449,1.702790505,6.961044467,10.84370126,10.67643315,12.43179269,9.029080127,11.43335071,6.09186694,6.532398007,0.537146944,9.972419826,7.538654555,7.706937997,8.389033274,1.890018587,10.31655307,3.115699153,1.890018587,5.23019917,5.483906044,5.469293412,7.603663432,7.531630986,8.520661892,8.766101503,5.526882603,0.537146944,3.905244985,0,3.948030758,1.890018587,0.537146944,0.537146944,0,9.521355063,9.79479761,8.198386105,10.67165605,10.48539664,5.760888903,13.53621078,12.74689216,1.487589248,2.204297251,0,0.537146944
KIRC,2.554858948,9.631833669,9.269150061,11.65303314,10.01503865,9.101059091,10.64564042,11.46655065,8.034941987,8.057119888,0,0,9.893949157,8.341834569,6.818978345,4.039217371,8.223258422,1.781569545,10.50869604,1.149909668,11.56309615,1.392537245,0,0,9.956056652,4.957408545,8.229131241,0.491904391,7.618011014,10.94406779,7.157973399,6.139221848,5.694668508,12.69001325,6.088436332,10.42972056,8.627734498,11.18694989,9.429067736,9.823235067,1.149909668,0.85814018,6.105564944,0,2.451461707,3.676244838,0,5.04879418,13.1001301,10.45809897,10.90087435,10.75992146,9.495545274,8.299665944,6.452038569,10.08794012,1.149909668,7.024762917,10.66056644,10.30413453,12.41965739,9.361163016,11.34966825,4.10882551,3.721394535,0,8.453287098,6.266512965,5.379686802,2.451461707,0.491904391,9.141064876,2.826823018,1.149909668,5.04879418,4.494159564,4.957408545,6.580100249,6.431810137,5.501149303,7.51280366,4.207315033,0.491904391,0,0,1.149909668,0,0,0,0.85814018,9.779213749,8.990152195,8.347244868,10.68391572,10.45081947,6.431810137,14.85698472,13.02623294,1.781569545,0.491904391,0,0
LUAD,6.288253346,10.00288532,10.53524621,10.26967606,5.172731518,8.921745746,11.43907766,10.86397716,9.283655593,8.142428755,2.324234562,0,10.43855277,9.9380505,7.921204226,3.172487516,11.4972431,1.586884813,9.092994928,1.001441974,2.809825996,3.172487516,0,5.61753946,13.67343055,7.02522817,11.17968521,10.27084426,9.177808191,11.72697593,8.784242222,6.797272432,3.7031007,13.6983357,5.395138224,10.87940711,9.685878844,11.54204519,8.727396362,7.885519457,6.429118801,3.7031007,8.351606246,4.646629268,2.324234562,11.7256943,0,6.111371491,5.429086991,10.98832255,8.942461723,9.030788505,9.762774013,8.197634449,6.288253346,7.182781669,2.324234562,5.090264887,11.33771667,10.31236113,13.12280212,9.983022086,12.92342777,7.974420326,4.395069656,5.703272386,8.030782989,7.182781669,3.00252251,2.002162421,1.001441974,4.324673814,3.172487516,0,5.675257033,10.06762258,4.956990569,5.980121294,5.885481631,5.132087362,7.306654144,6.744322582,1.586884813,0,0,7.784235677,0,2.809825996,0,0,10.20501122,8.924723446,9.144989566,10.56321534,9.669995822,8.55747136,13.00640498,11.32368531,1.586884813,4.956990569,0,0
COAD,0.479851387,10.04418918,9.801030901,11.55217435,9.549253304,9.621143441,9.49820698,11.28942528,10.02628828,8.49389947,3.332937028,0,8.796257052,8.392502042,6.971072158,0.479851387,11.26233567,1.366532046,9.474393453,3.018527357,1.751806465,13.53436368,0.479851387,3.441722492,14.91758187,4.897637354,9.030940202,9.117536616,7.2036808,10.01091967,2.417109884,5.158971137,3.637424768,12.76845729,4.034805564,10.85412036,9.771370616,12.04397737,6.355788024,8.090149479,2.417109884,1.126906797,5.281134413,2.055577453,1.572016513,11.56951388,0,5.911569355,4.259506011,9.83540147,10.95220978,10.18289089,8.528231389,8.263198766,7.917228847,10.15969477,2.790667793,5.708802485,11.35848637,10.85626989,12.81652571,8.900012407,11.67530873,6.816100462,3.849749117,0.839395295,8.125237805,9.708795934,3.215259238,2.186405474,2.705955791,9.462338669,1.751806465,0.839395295,4.670568446,6.186326232,3.018527357,5.958102582,7.031593694,5.708802485,9.730403902,3.493198984,0.479851387,0,0,6.178487584,0,0.839395295,0.839395295,0.839395295,10.14166014,8.353001225,6.899538193,10.75712328,11.7379909,2.615934143,14.17198988,13.39585541,2.790667793,2.519944414,0,0
KIRC,2.119621781,9.505881008,9.580279298,8.624974525,9.79816233,9.727040619,8.951785928,12.52214503,8.024020417,9.961506128,0,0.753518965,9.740080929,9.205859214,6.038719302,3.063623737,6.610184764,1.00266652,7.665939875,2.004033901,15.86066024,1.225460037,0,0,8.289221226,11.20238711,8.328791595,0,7.976902025,10.7688625,4.68699348,0,1.418405864,12.12128744,4.486263863,10.53057215,10.44208301,11.16566703,8.768025487,9.481779254,0.416407409,0,5.518330554,0,0.739156826,2.119621781,0,5.07846894,3.629438225,10.39010445,11.05045408,9.567613894,10.19189818,7.953725031,10.57206541,9.599695306,2.419404054,6.639530282,10.78126134,10.03650333,13.38597022,9.918760397,10.96658476,3.846302749,0.416407409,0,5.668238285,11.09637256,8.367305535,1.225460037,0,5.36279949,0,0,8.486489135,7.766906511,6.912218716,4.528708831,6.25323483,3.174710011,7.198454864,9.852950787,0,0,0,0,0.416407409,0,0,0,10.22332601,7.920239698,5.464687869,10.84405448,10.22172003,3.812354462,11.92523174,11.58814775,0.739156826,1.225460037,0,0.416407409
BRCA,3.388465097,10.92788905,9.778118208,11.71402223,7.425652318,7.007386143,11.38248894,10.21041565,9.514138044,8.530460961,4.878534081,0.363227157,10.63044916,9.60786845,7.376802613,0,11.57016879,3.018634174,8.713980999,0.896155576,0,2.151988666,5.120932485,0,13.38377178,13.86286978,11.00819049,9.596279223,8.411455906,11.4421919,4.889054886,4.363864918,3.582435573,13.12557652,3.730161695,11.30788385,9.988088174,11.3510883,9.775285988,9.738674964,4.044367888,1.751892138,5.075601085,5.516547862,2.573204845,12.00776665,0,5.523317304,4.625276335,9.722817775,9.421160169,9.566276706,11.2299904,7.999346131,6.547938686,8.615269148,4.27040186,8.647379274,12.00262869,11.19000365,13.61043662,9.413439647,12.84099423,9.028397866,2.624475268,1.554588852,8.376368532,9.656782364,1.554588852,5.821215288,4.599889045,6.462474461,1.444773066,0,7.497883763,9.139950341,4.899499524,5.482222291,5.482222291,5.320647135,8.855469641,6.246316871,4.940533252,0,0,10.62377178,0,0,0,0.281312491,10.09447361,8.233025221,8.04709664,11.27705488,10.57533124,9.071751945,12.76427864,11.75791082,3.358508792,2.151988666,0,0
BRCA,3.404371821,11.01904857,10.66363815,11.57274759,8.441246917,8.06248873,11.39866888,10.04105676,9.475607798,8.74453787,1.046351359,0,11.03598124,8.528465832,5.934846708,0,11.89407501,3.355157256,9.060766174,1.472799672,0,0.774165052,0,0.43839932,13.29464946,13.81340043,10.20974577,6.854269993,8.206472292,11.28459857,4.173567212,3.196544098,2.7402368,13.52875932,3.668890656,11.93913106,10.47782908,10.68153711,9.716912038,8.885531659,0,5.245335929,7.925928231,6.406108043,2.661453188,9.662951369,0,1.646485269,4.256316267,10.05786991,10.29907061,9.612140517,11.71669087,8.442719612,6.299572539,8.693476503,1.646485269,8.932424422,11.87087327,10.90424323,12.62746549,10.24225713,10.82992089,7.848015692,2.7402368,0.43839932,7.950987402,10.13926995,0.774165052,5.07341324,4.334575426,6.997552105,6.893580637,0,5.285298637,8.829199465,4.229257203,5.548735614,5.76200325,4.962766475,9.637449041,4.692538788,4.568476036,0,0,9.78178754,0,0,0.43839932,0,11.17187108,7.260627908,11.06185718,11.2701493,10.78474934,9.063640453,13.81362088,12.36606262,1.275305094,3.784933168,0,0
