Class,gene_18529,gene_13429,gene_18897,gene_3443,gene_6876,gene_7929,gene_11348,gene_14318,gene_12300,gene_15430,gene_5297,gene_14984,gene_19238,gene_11355,gene_11807,gene_14828,gene_15431,gene_4442,gene_10561,gene_1136,gene_978,gene_5237,gene_19874,gene_7573,gene_2865,gene_5020,gene_17769,gene_10983,gene_8971,gene_7752,gene_5047,gene_6535,gene_13574,gene_6552,gene_7432,gene_14752,gene_4316,gene_6222,gene_16407,gene_17205,gene_19269,gene_6593,gene_62,gene_17706,gene_12277,gene_11379,gene_8332,gene_17955,gene_17549,gene_14036,gene_4315,gene_10389,gene_5804,gene_8197,gene_11751,gene_15834,gene_6225,gene_10263,gene_11627,gene_19464,gene_10565,gene_6671,gene_1281,gene_10077,gene_6224,gene_5045,gene_3568,gene_14850,gene_14083,gene_3593,gene_16448,gene_503,gene_4539,gene_19536,gene_10572,gene_4997,gene_6909,gene_17121,gene_9057,gene_10388,gene_13486,gene_2862,gene_8847,gene_17399,gene_18475,gene_15305,gene_11867,gene_13049,gene_6467,gene_5040,gene_6784,gene_13721,gene_15972,gene_8725,gene_19663,gene_15467,gene_4066,gene_5660,gene_1588,gene_1589
BRCA,10.52487468,8.414613363,5.400220256,13.47229737,13.72830319,7.713434633,2.003925997,11.43150283,5.630842268,4.102968806,13.23048434,0.809579079,3.154404984,2.463727072,10.72355856,2.13333336,2.55892882,3.746312766,11.18979986,2.252052275,11.27837976,12.51108056,6.439807618,5.108373907,6.231582169,6.758409787,10.56233784,10.89474199,10.56843119,10.17781816,8.182016869,14.44979993,13.09580577,0,1.090243712,0,0.460899797,9.589256013,8.574131791,2.463727072,11.11955072,12.91175337,1.325098538,8.707400549,8.566777108,11.99423321,1.325098538,1.526970214,8.562688904,5.418743167,3.935629467,11.90519142,3.379773429,12.87897051,2.887174302,9.837333057,6.855379312,10.73411684,11.16069082,11.29056609,7.774227001,0.460899797,10.75563037,1.090243712,3.825052902,5.285875641,11.85620763,7.600470477,5.27188877,8.658518558,3.326638011,13.4189199,9.557902092,8.619016773,11.41050965,11.47468953,10.16226543,8.105227584,5.979570386,11.55862639,9.747332008,2.361768359,0,9.564370547,0,8.511531292,10.83790383,2.958768451,0.809579079,0.468739698,2.13333336,10.70350565,1.325098538,8.276101136,0.460899797,7.313545173,13.15045496,9.004523864,8.558374791,5.872427408
KIRC,9.94772021,8.990220283,5.781102629,11.43729953,5.119791908,9.112332637,0,10.92720758,3.347708171,4.562120286,13.08337295,0.409146506,1.857184806,0.98812113,11.00176706,2.395693498,1.720322249,14.13247563,9.489255913,5.186254911,10.92404791,11.00084508,3.714915872,7.255529058,9.750968205,9.239070996,7.744450413,10.60916027,11.17092027,10.4101015,5.119791908,13.93579121,12.42125749,0,0,0,0.409146506,12.55484543,12.91187318,1.720322249,10.98389142,0,0.409146506,8.244577904,9.014798813,8.519250959,0,2.097172528,11.30464793,7.233696363,5.740360946,10.50267271,3.977655433,12.66302211,1.569102173,10.03101191,10.49416557,0.409146506,11.34284694,15.05335745,9.253091083,0.727441291,10.82191745,1.857184806,3.977655433,3.750499317,11.05342363,9.324180547,7.679015547,7.807039298,9.258330473,10.61369739,12.80977215,3.251658506,9.985998434,9.256963458,9.712583744,8.547338001,6.159705871,9.015116725,10.64535221,4.414670016,0,8.643913896,0.727441291,10.84319088,12.11176818,5.922961342,5.87250621,9.860792132,8.339631801,10.79128501,1.720322249,8.922620079,0,8.423305035,10.73826963,9.394743489,7.024364009,6.146412879
BRCA,10.96706771,9.778338368,7.481742933,14.18261161,14.57620088,9.160952953,2.4106396,11.60964971,4.251976559,3.802327655,13.93634348,2.300006547,2.4106396,2.180211527,11.36414013,2.049526221,3.208173869,4.251976559,9.928821835,2.4106396,11.77290423,12.08233536,7.73955111,7.472560879,8.041982148,6.848084568,11.79171234,11.69255884,11.65565146,11.26822618,7.868711455,13.06720409,12.72565809,0.835843249,2.4106396,0,2.300006547,10.33255131,8.963005866,2.049526221,12.06512662,12.72004755,0.835843249,8.767691209,9.08222357,12.39626226,0.835843249,4.191278379,10.35390768,6.130803228,3.268164874,11.82100859,5.316652624,13.27774362,4.617527706,11.39998815,8.020335512,0.835843249,12.24828636,11.91266483,7.459751271,0,11.33987783,3.208173869,4.061655248,4.570645078,13.06700741,9.03384969,7.120476362,9.012082554,3.381172605,11.44942209,9.095180734,7.203485046,10.6391598,11.7888325,10.56447344,8.253422058,7.46296844,11.14462638,10.44689719,1.905851481,0,9.030606448,1.122606463,8.774170983,11.56544962,4.159952045,3.675127156,0.485735943,8.814973326,12.75830443,3.6301142,9.496554225,0,7.726245412,14.12891263,8.838665039,8.244116427,7.680057062
BRCA,11.31637771,9.279487546,6.181533943,12.32006153,13.13974159,8.440927289,8.364414848,11.04249387,6.170321688,6.285459556,12.52109737,7.888451028,3.221057311,11.05859385,10.34304133,2.043239501,6.280640875,3.637656612,9.592105665,7.882104995,12.14425992,10.68078146,6.999447613,4.624878781,11.79599498,8.121921983,8.400405574,11.20504789,10.08731697,10.22444792,7.891613607,13.55962803,12.15812366,1.496206666,3.98443441,0,0,11.16899171,11.24518426,0.832201406,11.6012508,12.73867707,1.202072875,8.737612408,8.714980418,11.89569266,0,3.004303626,9.392137075,1.949198732,4.796753477,11.02911465,2.506551167,12.98465343,2.907582923,11.29413249,5.641181841,7.042786586,10.95161256,10.51345127,5.707323237,0,11.06106061,2.214746523,4.321249869,3.409445248,12.33807894,8.728794653,5.777424976,9.178824174,4.59413049,11.29472987,7.495855027,7.890033184,10.15241161,12.21108827,8.905110174,8.563047513,6.771106461,10.97324533,10.43943614,0.604356038,0,8.984313066,0,8.273949416,10.54644114,6.328125567,2.322966462,6.6064215,0.604356038,11.75042646,2.043239501,6.191017747,0,9.52185755,13.601411,8.670118015,9.724455871,8.008451033
BRCA,8.698204585,8.33500618,6.961090785,13.76300483,12.86084256,8.998883734,4.284536342,10.11319519,6.847896716,8.981915427,13.36847918,7.00273627,1.66680203,1.894875955,10.12869036,2.911749097,2.803537038,4.507858054,9.109535557,0,11.41392934,11.98465343,6.978058311,6.689718488,6.719799494,6.719799494,8.985016491,11.34020062,10.0218267,9.341263063,7.148090117,13.48123183,13.55758336,2.264956718,2.911749097,0.626485863,1.395775743,10.00970267,10.60330179,2.419592823,11.53783476,12.56283388,1.395775743,7.89203881,9.733254338,12.49785932,2.686545348,4.63957948,9.017167524,4.020208814,5.094666787,11.03832917,4.020208814,13.37291946,4.201696586,10.28336621,6.47721427,0,10.42419779,11.99352931,8.189424304,0,9.738397997,2.419592823,2.55924706,6.520582539,10.81884577,8.159558551,6.21741492,9.378277513,3.733961663,12.11893459,8.563688211,9.362870923,10.3169716,10.8166717,10.599262,6.827323648,7.499758207,11.46143852,10.82923118,4.067759166,0,9.166617542,1.395775743,8.497939633,11.23572706,4.541929846,2.55924706,3.536500564,8.444894789,11.05397338,3.812559834,7.460210136,0,7.682706718,14.36048362,8.802034848,8.610604104,7.275081565
COAD,11.9265888,7.731895994,4.285076651,13.3472061,3.300065137,5.460775322,2.328405659,10.79420465,2.20798653,1.771251752,12.29886734,0.487795024,2.076559095,7.790732947,10.1142629,0.851599143,4.962035336,3.835348094,9.035439712,0.487795024,11.01554747,11.07915807,3.518358883,3.662809345,6.959909226,8.529286082,10.06635832,9.80153377,9.343032442,9.924868904,6.48374485,12.73631948,11.38628286,0.487795024,0.487795024,0,0,12.57828777,9.44895875,0,10.20997722,10.25721103,0.851599143,8.202829078,7.972698397,9.566128265,2.43956995,8.44853346,6.396883875,1.383496944,3.989438781,8.644620616,1.931985556,11.74998671,1.590386443,9.9414893,6.863529662,0.487795024,10.92382514,8.782211963,5.870909635,0,9.5592222,0.487795024,2.328405659,6.444304294,9.931421569,8.463405847,4.865805017,8.401255,10.18246885,9.211192324,10.73720508,7.269201501,9.04205878,9.653749734,9.594180887,6.936402378,10.42868469,9.02990007,9.535176212,2.20798653,0,8.750224612,0,9.236425648,9.928666412,2.076559095,0.851599143,0.861240785,2.20798653,10.72044949,1.771251752,9.530476568,0,6.848497755,12.28451471,9.459714392,8.867930431,6.996727686
LUAD,10.12439276,7.90731733,7.622535078,13.64659246,6.398030504,8.891917336,8.300160341,10.7970373,1.712331647,8.020435528,12.76411895,4.120468068,1.242511049,12.73791276,10.39952361,4.363248187,4.752550582,5.511803246,9.023978847,0.541415716,11.49133203,10.63628022,4.082200147,6.916034692,7.132823577,6.552994868,6.587560018,11.04353316,9.75401394,9.687051937,9.563997017,14.28429636,14.23812853,0.934101278,5.058814339,0,0.934101278,10.14077866,8.880811009,0.541415716,11.05562137,10.85245928,6.573833476,8.035535938,9.526931494,10.5547711,2.882682173,5.135575911,10.19054079,3.20111628,4.229557161,12.06553731,3.828408174,12.17902579,5.078392082,9.923245765,8.704633386,1.242511049,10.4317483,11.23858387,8.316738596,0.934101278,9.553542902,1.49646235,2.350044566,10.55039088,11.96958798,8.838384558,4.082200147,9.175956167,6.187284762,10.30089018,10.12439276,8.320850179,9.196257855,11.09490241,9.59575912,6.179781729,9.187270409,11.66484724,11.22903508,3.05067582,0,8.958137972,0.934101278,10.91128712,9.986666911,7.766581911,3.042714369,6.953358373,2.882682173,10.45673429,2.066123642,8.028005489,2.473449248,7.650398383,13.11083725,10.83565569,8.082340678,7.708090648
COAD,10.45167476,7.789807487,6.319684764,13.56072689,5.396895859,7.842469777,5.177598929,10.18280401,2.477780929,3.132527491,13.16092397,1.245556509,2.795247451,12.62977552,10.54950553,5.299801462,4.708027173,3.405692901,9.067834979,2.354254672,11.29617632,11.00583504,5.299801462,6.501112671,8.890239953,6.544142229,10.01452268,10.9004291,10.36083611,10.27136965,6.120098916,13.50889655,15.47591388,2.795247451,3.635290054,0,0.936666204,14.26277756,11.97599839,0,10.63451159,9.800524621,4.603418641,8.917765895,8.06634756,10.53269683,2.477780929,4.733034309,8.981767048,3.342099565,4.087148809,9.924908977,1.903886665,12.28337779,4.047826271,10.58256541,7.884933648,0.543000877,11.04941976,11.68340259,4.918887083,1.245556509,9.806427177,0.936666204,2.973721471,3.922977987,10.05662417,8.565943643,5.102817676,8.620571749,9.495345398,10.36533822,9.039294699,8.751788393,8.598625741,10.10352387,10.82137539,6.735738782,10.25957851,10.7408264,11.01733736,1.499884146,0,7.50042763,0.543000877,9.740126478,10.63905124,3.205814749,1.903886665,4.580724376,7.6158503,10.27934361,1.245556509,10.16396409,0.543000877,7.873733238,13.64018844,11.19911405,9.075187639,7.358985191
KIRC,10.48510476,8.345214501,6.573585086,10.99224443,5.419090508,5.643608025,4.966218182,10.26513446,3.036433,6.061821551,13.14538451,6.542552131,3.470732074,3.339963989,10.95782031,10.76144319,4.371043024,10.44241483,10.36728369,3.990001823,10.49761237,11.35858527,6.474051468,5.093441862,8.011025935,7.635805169,6.246560102,10.43291766,9.939267723,9.996685323,6.343608577,14.07750005,12.81653971,4.966218182,3.470732074,0,0,13.61030973,10.59132598,0.565889584,10.48073972,0.971295228,6.855404231,7.90516434,7.407930529,10.38293739,1.546561136,4.115241373,11.0430478,3.647015116,4.966218182,13.21284288,2.856786546,11.83989268,6.458375442,10.76582478,7.77201099,5.775956552,11.14111087,10.7820563,7.061398197,0.971295228,9.932901235,1.287413191,4.966218182,7.485378522,11.41753083,8.744679135,5.419090508,7.589785954,13.12919124,10.22863834,11.63618957,3.118509238,10.77889848,9.124527174,10.31820384,7.781490862,5.73751101,9.520479217,10.26400855,1.766171089,0,9.385057804,0.565889584,10.38967436,8.736577818,5.601411277,4.752266899,6.699329526,5.788547385,9.796962703,5.657402776,8.248278653,5.987320866,8.663269892,9.841449557,7.54225031,6.388137864,3.701293985
PRAD,10.45347642,7.954173041,8.248169524,13.00069195,8.27026729,9.715594837,2.664596613,10.79660749,6.669607923,5.81780742,12.81710757,4.892629027,2.504086433,3.774375932,10.54010866,8.146578858,7.425375378,5.916777573,9.797963001,2.809002775,11.4879204,11.88316639,7.430970992,6.243486296,11.61125078,9.126903185,12.98687664,10.66281077,10.71359272,10.57019726,10.09159406,15.20145774,13.151302,5.0168172,4.439244131,0,3.908688035,11.68973596,11.00121817,0,11.1010499,13.23079353,0.737773277,8.435157675,8.791735945,10.61202991,4.606708711,4.683674,10.72501683,5.287276504,3.774375932,11.94123839,3.971423995,12.17195237,7.63370002,10.83771465,7.772307975,3.274738753,10.88533032,11.41643338,10.08805942,2.664596613,10.54140642,0.737773277,6.571760227,4.394150541,9.421881789,8.816769282,4.606708711,8.457245428,5.576389109,11.04335544,9.986339823,5.514952281,8.835864087,11.13997975,10.60090714,8.084069581,5.472201804,11.26968775,11.06329395,0,1.223484334,9.802283706,0,10.66281077,9.905784105,3.702214251,6.165262781,4.378490815,9.074277964,11.0115208,2.664596613,7.652966835,1.586260342,8.728706237,11.72031267,8.728706237,6.804957026,4.394150541
KIRC,10.01346226,9.218507537,7.626475642,11.62049019,6.454091975,10.02597005,2.10400111,11.33430122,4.677671727,6.147300593,13.01835494,0.677891557,3.137126406,3.232292362,11.26478857,7.090228889,5.310660038,12.77080221,9.723242835,2.378178655,11.25879567,11.75788999,5.691682112,8.616133435,9.99703831,9.770576354,7.825493091,11.42458623,11.28278728,10.68581754,6.091287274,15.03484624,12.72411731,2.459090578,4.078558602,0,0.378400642,12.90525161,11.98918869,1.48516918,11.5402443,1.48516918,1.137306779,8.797243246,10.27786855,8.537963827,3.40561122,4.867491267,11.89859761,9.917849418,4.759816296,11.27036542,4.439224181,12.68713288,6.116452094,10.45377477,10.79821256,1.76523769,11.2444233,14.49262308,9.851486709,1.631988957,11.08982782,3.185501862,6.393620412,2.10400111,10.57984389,9.595399226,8.632577227,8.48097999,8.564324813,10.69863522,12.04319137,5.099728621,10.5049977,9.791721296,10.77790459,7.973995775,8.228881206,11.95002727,11.06034467,6.147300593,0,8.430452552,3.232292362,10.72801402,12.50467253,5.773057424,6.522991038,9.821239847,5.972281381,11.30279312,3.765142195,8.983144679,3.277612871,9.868249992,11.92876633,7.118525849,7.480168163,7.13093087
BRCA,11.18519136,8.103025476,7.59610774,14.23629828,11.35921147,9.758284853,7.653024179,10.75709827,7.379854854,7.141085319,12.55459844,0.509341141,0.885027638,9.993985644,11.65085878,3.77636723,2.792397281,5.634964929,8.829408796,2.60430859,11.33766092,11.18493112,8.016028242,6.762176043,8.353221826,7.387172954,9.494313597,10.45292072,9.588568485,11.12054246,6.844222432,13.63470897,13.72639912,1.429589185,1.182819402,0,0,11.92902904,8.326887841,2.387969051,10.93799167,11.54791633,1.429589185,8.076115453,6.941857519,13.68292877,2.958768451,2.13333336,9.554041982,5.289369719,4.937302015,11.93938821,4.164834539,12.04718868,4.295010316,10.18135106,7.752695078,1.823953116,9.805469815,12.79205005,6.428050243,0.509341141,10.2671261,0.509341141,5.409211012,4.058870606,9.289928964,7.97291088,5.597605661,8.90399027,4.436574969,11.27740946,7.910810598,6.767800437,11.03754009,11.17413298,9.950192808,6.399389875,7.437377568,12.53105243,10.1739644,2.60430859,0,9.227100861,1.429589185,10.12448323,12.0878639,5.320275263,1.472019794,2.640019294,3.035289588,9.99816729,2.792397281,9.247343673,0,8.323077285,15.53268466,8.714867117,8.023161077,7.461839565
BRCA,8.962872876,9.708525242,7.117674266,12.3819079,13.69595685,11.5441289,2.119920527,10.70939404,5.374876033,6.555184224,13.37369443,3.420280273,1.588804567,3.005058587,10.93577648,2.004321606,4.687379883,5.078861704,8.005759269,5.454110075,11.59855038,11.05381052,9.699261846,6.369117459,10.15505854,7.675822987,13.14586529,11.77548271,10.64572147,10.5365095,9.51620824,13.68382802,12.8037134,2.741876815,3.742318869,0,0,10.95463254,11.26159545,3.590266665,11.09302135,12.51637964,4.97522663,8.766210851,7.79355129,14.04418918,3.944005692,3.420280273,10.4116275,7.103770375,6.53449899,11.78890997,3.742318869,12.75648752,4.990492035,10.74499357,9.340419844,1.741013882,9.628436426,12.01093715,6.959932403,0.416515504,10.97108366,1.588804567,5.078861704,2.879470525,9.417285028,9.186510462,8.335184879,8.481500773,4.322122846,11.32564276,10.99446659,3.590266665,11.63816889,11.98734929,10.22172003,7.844963057,8.880238593,11.76317086,10.82409159,2.741876815,0,8.665168896,0,9.66279653,11.96213326,5.363192108,2.119920527,1.017280568,3.175061459,11.29387968,4.303167016,8.461094677,0.416515504,8.41798328,15.31690374,7.351522328,6.380751956,6.297262962
KIRC,9.836482783,9.260658485,7.174406419,11.5851973,6.062654937,9.856453542,1.469833892,10.77491057,1.938059912,5.943241534,13.33774732,0,3.493839441,1.643348272,11.19759145,6.371034309,1.043974365,14.22035565,9.566373756,0.772307975,10.92953952,11.14804434,4.330199833,7.700994494,8.464390548,8.114294139,6.790954448,11.2601433,11.37188552,10.13783649,7.575418229,13.97617923,12.82013906,2.182628741,3.192446694,0,0,12.0734822,12.45838098,0.772307975,11.21079309,1.272560739,1.272560739,8.741139983,9.370953257,9.56973791,0.437227739,4.520227362,12.36262604,6.822883076,4.355368717,9.799613517,4.081441894,12.75225728,11.44789426,10.24944534,10.69460165,1.272560739,12.16283817,14.91616871,8.299125576,0.437227739,10.9852656,3.192446694,4.94178711,2.290955143,10.67130222,10.16255498,6.36485079,8.345396375,8.56609591,10.86309442,12.54253859,5.597936335,9.978910621,9.535739997,10.82306466,8.232771065,6.645514336,8.103193374,10.34716734,6.914636274,0,9.314587776,0.772307975,10.47537879,12.32140953,6.092896648,1.493596101,10.08523343,8.662661255,10.94594123,1.798216451,8.733960986,0,9.188096737,10.18816846,9.434571936,6.96456036,6.609359018
BRCA,11.74708944,9.293398075,8.250975781,13.10294185,9.75736834,9.269114988,10.17040081,10.14353628,6.955766132,9.224655323,13.02043136,4.975744812,1.947179878,11.18774796,10.85276357,6.322333796,6.310845412,6.887805497,9.417093002,5.140565998,11.58470418,12.75868752,9.309362662,8.719392244,7.81609406,10.55277475,8.970036847,11.02348408,11.32418055,10.55642942,5.228680185,14.79809204,12.18567146,4.885691493,1.538140809,0,0.397693455,13.15587285,10.00381303,2.167036722,12.10700451,7.871960666,6.356261799,8.342994676,8.108895537,12.91831914,2.877194547,3.052989658,10.69101937,7.324765608,5.837251995,11.02175731,2.877194547,13.28244415,5.060510044,11.00332816,9.210812563,2.167036722,11.11859722,12.7846144,9.103371745,1.538140809,11.7223721,3.7416827,3.438039959,5.89225015,9.565263956,10.6197798,7.319039816,9.520457608,6.544210249,11.25729355,9.93811815,7.421408464,10.23527232,11.06596133,9.833109882,6.281716794,8.325970988,12.41700595,9.223123245,2.061292338,0,8.585161609,3.520158202,9.871252259,11.9153603,6.514871825,4.531861759,5.493032418,4.301894882,11.60292615,2.167036722,9.640046055,1.371168516,9.363190793,13.86748146,8.712860553,6.766886639,9.00342796
COAD,11.32100921,8.078743245,5.717287083,14.20632759,4.119165244,5.177706553,0.431355522,10.17902579,0.762901548,1.921322068,12.90723057,0,1.455386407,5.835479478,10.24388801,1.455386407,6.663301919,2.164979311,8.415522073,0.431355522,11.02207647,11.06822742,1.782073015,4.476135384,7.311548526,8.004338462,8.396253697,10.62814476,10.03168742,9.173319853,4.743418024,11.79929377,14.15668355,0.431355522,2.048305947,0,0,13.05631934,12.68034634,0,10.24348344,6.74525078,3.796296642,8.222007544,7.175584479,9.120105657,0.431355522,7.866809092,6.602522205,0.762901548,2.164979311,8.820437475,3.115399532,12.79449913,3.115399532,10.30874857,6.892148128,0.762901548,10.42483813,9.161955685,2.555448074,0,10.52717397,1.782073015,2.048305947,4.851848965,10.07566633,8.10636926,5.077050684,8.600440742,10.93158704,9.96483901,9.55245969,8.492914689,8.232075502,9.777062943,10.38516137,5.466277986,10.48640265,9.431721147,9.786201004,0.762901548,0,9.257045987,0.431355522,6.67318892,9.351548829,2.164979311,1.296662968,0.438718677,1.032383005,10.22175627,0.762901548,9.883614707,0,7.263278591,12.08789373,10.4947956,9.054490363,7.707580006
PRAD,10.62895582,8.039220662,6.467307199,13.80279906,7.252532982,8.343922979,5.389418818,10.16748087,5.050854274,5.717862831,13.22795883,6.446509341,1.780520083,7.474225107,10.53499342,7.328818517,9.197147875,5.717862831,9.890083359,3.288018891,11.5512276,10.90443141,6.363598635,5.704448719,11.16133977,9.025732026,12.88606234,11.01349018,10.55521222,10.89560557,10.26721975,15.10251707,13.33737103,4.578534219,5.338228286,0,2.874246139,12.44180039,10.88338407,0.572501665,11.27317784,13.33561366,3.489144701,7.951104002,8.721560641,9.97632067,3.358213381,4.9176943,10.35996913,4.607649891,4.636189572,11.80054808,3.550408193,12.41335555,5.050854274,10.92842955,7.497748071,2.775071618,10.99088397,11.61018513,10.70712614,2.553581683,10.66446506,0.572501665,6.092095358,5.092642989,9.637387452,9.044487017,4.487492781,7.962415991,5.815052767,11.02534031,10.0080644,5.00781892,8.920894695,11.27969182,10.9269853,7.210447313,6.284671438,10.3104651,10.80228209,0.572501665,0.572501665,9.459173386,0,11.25891342,10.01945173,6.77638039,3.054223347,4.830980344,9.93097087,10.46959095,2.140647793,7.648954312,2.428624817,8.384442729,12.22245984,7.328818517,7.096968098,4.321682816
LUAD,10.08925184,9.288199351,6.110394566,13.11922161,5.909137045,8.244849013,11.30882819,10.84036094,2.623749831,8.503901249,12.81735744,6.472157928,3.175061459,12.36455055,11.373273,4.274947431,3.426707561,3.347608968,9.831188466,3.26392079,12.10018925,10.50662495,5.050000977,5.16980878,9.337650889,6.639237953,7.982223552,9.842051716,9.687013433,10.67555133,6.811239811,13.3934709,13.11119926,6.250919898,6.499860234,0,0,13.020973,8.962872876,0.654160541,11.76893278,9.859085913,4.092909329,8.036821993,8.245752341,13.27396893,0,2.482796665,8.799721973,2.32656611,6.847633682,10.65500292,8.421808171,13.1725494,9.882950201,10.45801692,6.688222329,8.533244064,11.15253203,9.635912159,11.36952646,0,10.63657025,0.654160541,5.603448315,4.274947431,12.39836694,7.955795187,6.743339925,8.86508368,6.039180077,10.71793341,10.02159077,8.357648768,8.327049578,10.93387504,8.677687934,6.385710575,7.606723514,12.26464198,9.531295676,3.175061459,0.654160541,8.355126415,0,10.28969616,10.84478421,6.883132016,5.279363572,7.613804195,4.474293259,10.84666568,3.992478413,6.472157928,0,8.693769196,14.976497,8.679708801,9.297436768,8.429030064
PRAD,10.21813939,8.199029368,7.248629707,13.96529729,4.2347159,7.288616954,0.510354341,10.72125302,5.018331504,3.537445175,13.09593101,5.94710739,1.989538691,4.47394273,10.43358544,7.050708466,9.676815692,5.261207338,9.988485877,6.043095109,11.47884039,10.21916852,6.820868227,5.055633846,10.26362132,7.509687925,12.96772341,11.17738216,10.58915487,10.41980221,11.62636612,13.98578858,12.85768559,3.947778352,3.823535385,0.510354341,2.607247449,11.19759759,10.20367835,0.510354341,10.99138012,13.58749626,0.510354341,8.322761912,6.192908233,8.978413025,3.309379944,1.989538691,9.16705178,3.986929666,0.886667197,10.60837496,3.246256057,12.24840201,4.679085944,10.80988065,6.788007004,3.427914523,10.95883543,10.91193121,10.0986901,5.127464075,10.68600145,1.989538691,6.192908233,4.133686814,8.944012137,8.8194255,3.986929666,7.800809324,3.937824583,11.46526028,9.817827881,3.73433027,8.600273471,11.083712,11.51464995,7.161786932,3.866146382,8.063680895,9.615686645,0.510354341,1.184788084,8.93027016,0,10.63145902,8.836605859,6.402863698,5.288413936,1.852158684,10.88206983,10.49385545,1.826477304,7.224551627,0.510354341,7.98851996,10.93087776,6.01496224,6.159031706,2.136060107
BRCA,11.14918187,7.192253356,6.281939297,12.58192787,13.42664478,6.640188529,2.962012192,10.15610836,6.028200033,7.791039131,12.65328399,0.606442228,3.055629508,9.362518106,9.099463537,3.966153567,2.511518642,4.552500037,9.253126548,4.147217138,10.70180893,10.24263823,5.521430839,7.262658655,9.38974318,5.454248289,9.936018036,9.634132189,8.464104604,9.238227974,8.353230649,13.11291023,13.46228498,1.852917713,2.962012192,0,0,7.896029603,9.732218313,0,10.41485433,12.25599634,0.606442228,6.863752652,10.18518517,10.73624125,2.638004308,2.754267544,9.294526557,2.861875984,3.643198171,11.61430035,2.754267544,12.12561042,4.345623464,10.30951046,5.170133376,6.480536571,8.80641751,11.43134612,5.251533537,0,9.325402156,0,2.372868542,7.005422445,10.7229185,7.480895194,0.606442228,8.48318698,5.083868603,9.722436993,10.25071293,7.451054468,9.154732051,10.04205604,8.67795919,7.784216043,8.6705819,10.9209706,10.03632474,2.754267544,0,10.06335463,0,8.255491291,8.956579442,5.061469484,0,2.096228113,7.746104464,10.97402016,1.852917713,5.105921076,0.606442228,6.706641057,12.90908678,9.210505759,7.227885446,4.761460812
KIRC,9.812880027,9.607276674,7.554051578,10.45832458,5.381632928,9.840803096,0.40653667,11.50495302,3.809496764,7.071076162,12.61751338,0.72334012,4.164070223,1.713079899,11.17586138,5.816049248,8.553341302,12.1925055,9.846935158,0.40653667,10.77637546,11.76224084,5.966324329,7.952712131,9.917589885,9.167149654,7.439008033,11.14217728,11.10407452,10.53154717,11.81285115,14.69852019,12.57011185,1.84967907,4.382445921,0,0,13.45785537,12.95109708,2.195568081,11.33866397,0.983020946,0.72334012,8.56082193,9.783477936,8.373861329,3.809496764,4.490852481,11.87706169,10.41977061,4.96686417,11.51469926,4.685917729,12.4462433,8.728522586,10.40182883,8.954536583,0,11.27830425,14.38642837,8.397730244,0,10.92628858,2.634198274,7.0570278,4.336690428,11.1912073,10.30045552,8.093470385,8.691516717,9.073996918,10.5324923,12.07692914,5.629432396,10.17729495,9.888651936,10.57097516,8.044508875,7.638377988,11.53312042,10.9383005,6.282122837,0,9.094270384,0,11.18516658,12.36391298,6.525846504,5.977845441,4.533656784,8.346708739,10.67546312,2.970098986,9.369558089,0.72334012,9.924371613,11.84410157,7.614614152,7.747300116,7.47377068
PRAD,6.229941632,8.269874722,8.047674704,13.43706281,2.132741337,8.402086868,0,10.6463607,6.038879493,6.102458676,13.63725883,6.970600608,0.509138416,2.265646924,11.31884216,11.86910798,6.146217346,4.469853424,8.633383982,4.230664159,11.61878925,10.25091422,8.43773959,4.384740587,10.86997933,7.228462782,12.39536544,10.65130288,11.27072749,11.23216307,9.785463912,13.75608716,12.53090617,2.79175157,3.585323129,0,1.429107082,13.92410731,10.69578507,0,10.98228774,13.9235132,1.986338116,8.450011115,10.07812412,8.728570202,3.943780706,3.424035243,8.731444625,6.254140484,8.605438774,12.26324279,3.635313275,12.73463342,5.774660571,11.31021513,6.744443685,0,10.62525222,12.05634982,6.010748514,1.823382527,11.41028704,1.182438056,4.497146081,5.68256487,6.905892386,8.829989054,4.497146081,7.823755728,6.98436149,11.38517216,11.09654387,6.644241338,8.672814251,10.71225185,11.71273333,6.950993232,6.946052391,10.21129212,11.18757477,0,1.182438056,9.49946723,0.509138416,9.935779427,9.81142768,8.070818638,4.522871806,1.444879056,10.90192279,11.17019423,1.823382527,7.847802781,0,7.404545537,11.23140121,7.140328766,7.091699834,4.896126506
